customers_id,customers_entry_time,customers_time_done,customers_date,customers_served_by,customer_uuid,customer_service_needed,DO_NOT_TOUCH_FOR_REFERENCE_ONLY_customer_service_needed,customers_waiting_time
17859,692,695.91,2019-12-01 22:11:34,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,9657d507-b9b0-46a5-b5aa-3e04c40a68ca,0.0,3.91,3.91
17851,696,699.71,2019-12-01 22:11:34,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,cb656bc9-ff1e-48d0-b94a-b6919a69de74,0.0,3.71,3.71
17783,699,703.7,2019-12-01 22:11:34,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,01bb77bd-ab63-48ad-956c-239051aaf468,0.0,2.7,4.7
17830,699,701.23,2019-12-01 22:11:34,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,1b5eb2de-8907-4ec9-8c59-271d96d49a6a,0.0,2.23,2.23
17812,701,706.17,2019-12-01 22:11:34,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,4cb77ea4-a046-46f1-bf1d-78089a787f0c,0.0,3.17,5.17
17886,703,708.94,2019-12-01 22:11:34,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,d00126e4-1c8e-4bff-859e-2daed74f8415,0.0,2.94,5.94
17811,707,714.1,2019-12-01 22:11:34,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,0cec8996-8158-4264-b9be-f07f5bffcee1,0.0,3.1,7.1
17882,707,711.68,2019-12-01 22:11:34,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,b8f2dbb4-c0a5-4e85-b39f-474f6bf08ecc,0.0,3.68,4.68
17779,708,716.17,2019-12-01 22:11:34,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,69f15cca-7484-4f59-b45d-d2afa6fc2f6b,0.0,2.17,8.17
17943,711,719.64,2019-12-01 22:11:34,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,2a3924f7-7792-4747-a0ae-4de746437684,0.0,3.64,8.64
17804,726,728.55,2019-12-01 22:11:34,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,25208472-518a-4b9d-bebf-46bdb92b72f2,0.0,2.55,2.55
17820,731,734.9,2019-12-01 22:11:34,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,a3682ded-82f3-4814-b35a-9fa7c7b76352,0.0,3.9,3.9
17872,732,737.29,2019-12-01 22:11:34,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,a98b8a34-5f89-4ae7-934b-e4cc5b7fed57,0.0,3.29,5.29
17849,733,740.99,2019-12-01 22:11:34,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,20201710-4623-4bce-968b-86e48d8dbe6b,0.0,3.99,7.99
17780,735,742.48,2019-12-01 22:11:34,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,f50aeef8-63f7-4477-af1d-d9097b056f91,0.0,2.48,7.48
17902,743,745.15,2019-12-01 22:11:34,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,6c16873d-cf59-4a0f-9933-b2d578646000,0.0,2.15,2.15
17798,746,751.02,2019-12-01 22:11:34,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,5054f8f5-35d8-4b5e-bad8-f3a92069bfe2,0.0,2.02,5.02
17810,746,749.53,2019-12-01 22:11:34,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,dc6fc010-b5e1-4ec8-a218-2c89e56ca8b9,0.0,3.53,3.53
17847,751,754.94,2019-12-01 22:11:34,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,2f683eed-6d44-4d0e-a468-51f09a4d6f5e,0.0,3.94,3.94
17861,758,761.0,2019-12-01 22:11:34,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,3ce6bb04-0480-4fff-95f8-4ada7087685e,0.0,3.0,3.0
17864,759,767.83,2019-12-01 22:11:34,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,07894899-8104-4749-a3db-d20579417dce,0.0,3.83,8.83
17881,759,764.26,2019-12-01 22:11:34,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,5ccceed9-7704-401b-ab8c-37c2d33b5997,0.0,3.26,5.26
17903,763,769.56,2019-12-01 22:11:34,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,0ffb9b49-5175-4857-868f-dd2d4b98ab73,0.0,2.56,6.56
17876,764,772.49,2019-12-01 22:11:34,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,18c7330f-ff43-43ae-956c-c583454f79dd,0.0,3.49,8.49
17868,766,774.8,2019-12-01 22:11:34,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,af70cf74-8068-413a-b52d-bb52d4d296c6,0.0,2.8,8.8
17818,767,778.2,2019-12-01 22:11:34,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,ee2be547-2bbe-4759-bc9b-41f4a2a25848,0.0,2.2,11.2
17913,767,776.07,2019-12-01 22:11:34,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,fdde8981-08d8-46f3-aa64-247c92f26697,0.0,2.07,9.07
17867,769,783.82,2019-12-01 22:11:34,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,fff3612d-19ed-4051-a04e-8aae17edd029,0.0,2.82,14.82
17832,769,781.33,2019-12-01 22:11:34,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,55da663f-94f4-4bdc-9d12-fd4cfd90e2e8,0.0,3.33,12.33
17795,769,786.0,2019-12-01 22:11:34,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,2c8e541e-6da4-4faa-a7f4-daefe5cc31bf,0.0,3.0,17.0
17838,771,788.96,2019-12-01 22:11:34,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,6a1cf4cb-e41f-4c58-8ea1-9a8630afd72c,0.0,2.96,17.96
17797,779,791.53,2019-12-01 22:11:34,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,ae937d55-a060-4263-9c4d-5efdc3cbd0dc,0.0,3.53,12.53
17918,780,794.56,2019-12-01 22:11:34,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,54358289-7371-49e5-86bc-a7cefd2cbc44,0.0,3.56,14.56
17789,784,798.91,2019-12-01 22:11:34,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,ba9043b3-3c3a-4e4a-83c9-77f2c6c07947,0.0,2.91,14.91
17892,784,796.11,2019-12-01 22:11:34,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,6934e13d-3639-4966-aa72-19ff43ce2bd5,0.0,2.11,12.11
17822,790,801.2,2019-12-01 22:11:34,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,3963cdb4-f19e-4d76-98a8-c380d03738d0,0.0,3.2,11.2
17898,793,804.52,2019-12-01 22:11:34,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,2b58832b-4086-4fe2-b568-d3e63714cab5,0.0,3.52,11.52
17771,794,806.74,2019-12-01 22:11:34,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,e5bda2d6-0611-41ee-b03c-6cc2d4c3de6b,0.0,2.74,12.74
17871,797,809.39,2019-12-01 22:11:34,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,4e24c5ba-6418-4f05-8898-06d12fb2c0f4,0.0,3.39,12.39
17845,801,812.01,2019-12-01 22:11:34,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,708e5109-0de7-4cf6-924f-15ff7d76a3c6,0.0,3.01,11.01
17900,806,815.03,2019-12-01 22:11:34,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,62076d01-fbd3-4d3e-a928-18a37b6fb2bb,0.0,3.03,9.03
17850,808,817.31,2019-12-01 22:11:35,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,7476acd5-9881-4cc1-b117-edeb64410d57,0.0,2.31,9.31
17801,814,820.69,2019-12-01 22:11:35,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,0f48fa44-749c-4d45-9721-1147c152e363,0.0,3.69,6.69
17839,818,823.66,2019-12-01 22:11:35,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,0a9a3002-f59c-4a18-b396-54f79b05d4a1,0.0,3.66,5.66
17774,824,826.15,2019-12-01 22:11:35,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,2d60e9d9-008e-4f4e-8b89-de5ff18062f3,0.0,2.15,2.15
17920,827,829.28,2019-12-01 22:11:35,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,6531d86f-33cb-4de1-aab1-d33bd4c031d2,0.0,2.28,2.28
17841,831,833.38,2019-12-01 22:11:35,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,56d30a57-e787-4094-b0dd-017ce3066a04,0.0,2.38,2.38
17808,833,836.91,2019-12-01 22:11:35,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,b2dcd704-2a73-4974-b77a-88593e1248a7,0.0,3.91,3.91
17934,837,840.22,2019-12-01 22:11:35,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,98211089-56c3-4fa9-8275-eb5cd944bd45,0.0,3.22,3.22
17896,838,846.37,2019-12-01 22:11:35,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,294349e9-7751-419d-b30e-f19760de244d,0.0,3.37,8.37
17912,838,843.75,2019-12-01 22:11:35,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,91d51fee-1e29-4a48-8bb6-50df4d6840bb,0.0,3.75,5.75
17855,842,849.71,2019-12-01 22:11:35,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,248b8a41-cdfe-42f7-9f26-9f1fd8d09c06,0.0,3.71,7.71
17816,842,851.86,2019-12-01 22:11:35,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,36507236-646a-45dc-8fc0-f69f2f57da85,0.0,2.86,9.86
17940,844,853.7,2019-12-01 22:11:35,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,891e227e-d669-41c6-98a9-15b9358a009c,0.0,2.7,9.7
17782,844,856.97,2019-12-01 22:11:35,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,d37451c4-c861-445e-a612-476417a8e9fd,0.0,3.97,12.97
17770,853,858.1,2019-12-01 22:11:35,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,e02bb0d6-e04e-482c-9343-fc606e368ce7,0.0,2.1,5.1
17938,860,863.32,2019-12-01 22:11:35,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,79ced453-559d-4f9f-9712-547b2be34d76,0.0,3.32,3.32
17813,860,866.73,2019-12-01 22:11:35,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,6ccf3184-7261-4ef7-b9ed-25b2ed480246,0.0,3.73,6.73
17790,861,868.51,2019-12-01 22:11:35,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,12324e21-26f3-4a9c-be3f-0941eb866000,0.0,2.51,7.51
17852,868,871.54,2019-12-01 22:11:35,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,3bd8dcbf-c886-491a-a9cb-42d05978c586,0.0,3.54,3.54
17827,871,874.99,2019-12-01 22:11:35,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,af87a79e-bb4f-46d0-98a4-b64c49bdbfdb,0.0,3.99,3.99
17925,873,876.95,2019-12-01 22:11:35,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,26ee635a-cef3-49ab-81a9-9c989f99551c,0.0,2.95,3.95
17932,891,894.07,2019-12-01 22:11:35,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,b211550a-78b1-4383-88b9-4f52134fec07,0.0,3.07,3.07
17802,894,897.41,2019-12-01 22:11:35,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,2ca178b0-3e37-458e-bed7-45b73369a33f,0.0,3.41,3.41
17895,895,899.72,2019-12-01 22:11:35,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,92932d6e-dbe9-4d40-88c9-8607ca251216,0.0,2.72,4.72
17837,907,909.13,2019-12-01 22:11:35,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,e313f368-a2a9-4088-af97-c25220827ecf,0.0,2.13,2.13
17807,907,912.59,2019-12-01 22:11:35,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,3feca104-9019-4a14-b831-816f3aaaf469,0.0,3.59,5.59
17794,913,916.01,2019-12-01 22:11:35,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,823c713b-84f0-498a-94bb-c3a84d7d8ece,0.0,3.01,3.01
17778,920,922.9,2019-12-01 22:11:35,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,1d7061f2-a4e0-44ed-8f64-93376d7e9e22,0.0,2.9,2.9
17865,924,926.75,2019-12-01 22:11:35,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,4214d9f2-5304-4040-898a-3ca274e36fd5,0.0,2.75,2.75
17914,926,928.55,2019-12-01 22:11:35,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,94316884-a1d3-4b57-87b4-d1d21243e600,0.0,2.55,2.55
17829,926,930.09,2019-12-01 22:11:35,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,b8cfa105-5bcf-4882-ab7e-f30782a66924,0.0,2.09,4.09
17828,931,933.15,2019-12-01 22:11:35,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,252c5851-430b-4207-87ef-37bc9a71107b,0.0,2.15,2.15
17930,938,943.65,2019-12-01 22:11:35,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,c613abc2-4d86-46a7-acb5-f9970dcda6b5,0.0,3.65,5.65
17939,938,940.91,2019-12-01 22:11:35,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,bfde8e12-27c8-4153-ad75-a1be3dede141,0.0,2.91,2.91
17917,939,949.99,2019-12-01 22:11:35,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,b27939ea-49bb-442e-b74a-ccace46b47c5,0.0,3.99,10.99
17942,939,946.34,2019-12-01 22:11:35,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,733c83c5-58a1-4ef5-84d8-40953120499e,0.0,3.34,7.34
17884,948,951.69,2019-12-01 22:11:35,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,068ca9aa-b714-40a2-ae8a-6e6dc8936205,0.0,2.69,3.69
17787,952,954.21,2019-12-01 22:11:35,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,c12802b5-347d-427a-9197-6ecc8aac9c8f,0.0,2.21,2.21
17878,956,959.03,2019-12-01 22:11:35,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,3d2e442e-de80-47ed-bc2f-d08ff9559651,0.0,3.03,3.03
17908,962,964.84,2019-12-01 22:11:35,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,bad6ee40-eede-46b5-a161-99fe1b1010e9,0.0,2.84,2.84
17844,967,969.72,2019-12-01 22:11:35,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,cec3efde-1481-4f6d-8036-ba04a98db63d,0.0,2.72,2.72
17924,969,972.21,2019-12-01 22:11:35,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,e4e479d2-4ea5-49ca-b4cd-f887636c49b2,0.0,3.21,3.21
17792,976,978.81,2019-12-01 22:11:35,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,c8703e79-110f-462c-a0b8-3e90af8cfcd4,0.0,2.81,2.81
17888,990,993.8,2019-12-01 22:11:35,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,0d00884f-2e83-45b5-b405-55f423b4912d,0.0,3.8,3.8
17877,1011,1014.83,2019-12-01 22:11:35,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,3de51f04-4df8-46b7-a980-3fcf0bc21a52,0.0,3.83,3.83
17843,1014,1017.45,2019-12-01 22:11:35,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,5c31c05f-8629-4bfd-89c6-7345f1eb5729,0.0,3.45,3.45
17853,1018,1020.56,2019-12-01 22:11:35,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,918d5f41-c667-4dd8-9dcd-259e1a34b9a6,0.0,2.56,2.56
17803,1023,1026.31,2019-12-01 22:11:35,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,23cf8d4e-2300-4140-b581-03234c084666,0.0,3.31,3.31
17788,1026,1029.33,2019-12-01 22:11:35,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,7988cfb1-0059-4a0f-98b8-4449888dacdf,0.0,3.33,3.33
17772,1027,1035.99,2019-12-01 22:11:35,bf65f2ca-529d-49ad-be5d-96ec4aeb7007,d9b2173a-2d6d-4e99-b1b8-a7bad4f0ba80,0.0,2.99,8.99
